Auftragskonto;Buchungstag;Valutadatum;Buchungstext;Verwendungszweck;Glaeubiger ID;Mandatsreferenz;Kundenreferenz (End-to-End);Sammlerreferenz;Lastschrift Ursprungsbetrag;Auslagenersatz Ruecklastschrift;Beguenstigter/Zahlungspflichtiger;Kontonummer/IBAN;BIC (SWIFT-Code);Betrag;Waehrung;Info
DE73500105177955987575;18.11.19;18.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-16,99;EUR;Umsatz gebucht
DE73500105177955987575;15.11.19;15.11.19;BARGELDEINZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;990,0;EUR;Umsatz gebucht
DE73500105177955987575;15.11.19;15.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-19,99;EUR;Umsatz gebucht
DE73500105177955987575;14.11.19;14.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-30,0;EUR;Umsatz gebucht
DE73500105177955987575;13.11.19;13.11.19;BARGELDEINZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;150,0;EUR;Umsatz gebucht
DE73500105177955987575;13.11.19;13.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-16,89;EUR;Umsatz gebucht
DE73500105177955987575;12.11.19;12.11.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-25,73;EUR;Umsatz gebucht
DE73500105177955987575;12.11.19;12.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-17,9;EUR;Umsatz gebucht
DE73500105177955987575;07.11.19;07.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-3,47;EUR;Umsatz gebucht
DE73500105177955987575;07.11.19;07.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-10,8;EUR;Umsatz gebucht
DE73500105177955987575;06.11.19;06.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-3,95;EUR;Umsatz gebucht
DE73500105177955987575;06.11.19;06.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-12,15;EUR;Umsatz gebucht
DE73500105177955987575;06.11.19;06.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-33,3;EUR;Umsatz gebucht
DE73500105177955987575;06.11.19;06.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-7,0;EUR;Umsatz gebucht
DE73500105177955987575;06.11.19;06.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-21,5;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,8;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-22,78;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,96;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,8;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-3,55;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,8;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-6,67;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-8,34;EUR;Umsatz gebucht
DE73500105177955987575;05.11.19;05.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,87;EUR;Umsatz gebucht
DE73500105177955987575;04.11.19;05.11.19;GUTSCHR. UEBERWEISUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;8,1;EUR;Umsatz gebucht
DE73500105177955987575;04.11.19;04.11.19;BARGELDAUSZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-40,0;EUR;Umsatz gebucht
DE73500105177955987575;04.11.19;04.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-0,89;EUR;Umsatz gebucht
DE73500105177955987575;04.11.19;04.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-324,12;EUR;Umsatz gebucht
DE73500105177955987575;04.11.19;04.11.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-17,0;EUR;Umsatz gebucht
DE73500105177955987575;01.11.19;31.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,97;EUR;Umsatz gebucht
DE73500105177955987575;01.11.19;31.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-4,0;EUR;Umsatz gebucht
DE73500105177955987575;30.10.19;30.10.19;DAUERAUFTRAG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-470,0;EUR;Umsatz gebucht
DE73500105177955987575;29.10.19;29.10.19;BARGELDEINZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;500,0;EUR;Umsatz gebucht
DE73500105177955987575;29.10.19;29.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-56,28;EUR;Umsatz gebucht
DE73500105177955987575;29.10.19;29.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-56,28;EUR;Umsatz gebucht
DE73500105177955987575;29.10.19;29.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-42,41;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;BARGELDAUSZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-40,0;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-125,0;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;ONLINE-UEBERWEISUNG;example usage;00000000000;00000000000;00000000000;P20191028082754;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-39,7;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;ONLINE-UEBERWEISUNG;example usage;00000000000;00000000000;00000000000;P20191028080040;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-37,62;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-3,66;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-39,82;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-6,27;EUR;Umsatz gebucht
DE73500105177955987575;28.10.19;28.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-4,99;EUR;Umsatz gebucht
DE73500105177955987575;25.10.19;25.10.19;LOHN  GEHALT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;238,69;EUR;Umsatz gebucht
DE73500105177955987575;25.10.19;25.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-43,18;EUR;Umsatz gebucht
DE73500105177955987575;24.10.19;24.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-5,0;EUR;Umsatz gebucht
DE73500105177955987575;24.10.19;24.10.19;BARGELDAUSZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-40,0;EUR;Umsatz gebucht
DE73500105177955987575;23.10.19;23.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-22,75;EUR;Umsatz gebucht
DE73500105177955987575;23.10.19;23.10.19;ONLINE-UEBERWEISUNG;example usage;00000000000;00000000000;00000000000;335328385-20191022221745;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-104,88;EUR;Umsatz gebucht
DE73500105177955987575;22.10.19;22.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-6,95;EUR;Umsatz gebucht
DE73500105177955987575;22.10.19;22.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-13,03;EUR;Umsatz gebucht
DE73500105177955987575;22.10.19;22.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-0,69;EUR;Umsatz gebucht
DE73500105177955987575;22.10.19;22.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-9,99;EUR;Umsatz gebucht
DE73500105177955987575;18.10.19;18.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-8,25;EUR;Umsatz gebucht
DE73500105177955987575;18.10.19;18.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-6,97;EUR;Umsatz gebucht
DE73500105177955987575;18.10.19;18.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,35;EUR;Umsatz gebucht
DE73500105177955987575;17.10.19;17.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,77;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-8,66;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-3,0;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,18;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-6,75;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-8,75;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,0;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-7,99;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,95;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-5,91;EUR;Umsatz gebucht
DE73500105177955987575;16.10.19;16.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-19,99;EUR;Umsatz gebucht
DE73500105177955987575;15.10.19;15.10.19;BARGELDEINZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;450,0;EUR;Umsatz gebucht
DE73500105177955987575;15.10.19;15.10.19;BARGELDEINZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;450,0;EUR;Umsatz gebucht
DE73500105177955987575;15.10.19;15.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-7,0;EUR;Umsatz gebucht
DE73500105177955987575;15.10.19;15.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-35,0;EUR;Umsatz gebucht
DE73500105177955987575;15.10.19;15.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-7,0;EUR;Umsatz gebucht
DE73500105177955987575;15.10.19;15.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-52,5;EUR;Umsatz gebucht
DE73500105177955987575;14.10.19;14.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-10,5;EUR;Umsatz gebucht
DE73500105177955987575;14.10.19;14.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-16,89;EUR;Umsatz gebucht
DE73500105177955987575;11.10.19;11.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-13,1;EUR;Umsatz gebucht
DE73500105177955987575;10.10.19;10.10.19;BARGELDAUSZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-40,0;EUR;Umsatz gebucht
DE73500105177955987575;10.10.19;10.10.19;EINMAL LASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,0;EUR;Umsatz gebucht
DE73500105177955987575;10.10.19;10.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-40,0;EUR;Umsatz gebucht
DE73500105177955987575;10.10.19;10.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,18;EUR;Umsatz gebucht
DE73500105177955987575;10.10.19;10.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-6,38;EUR;Umsatz gebucht
DE73500105177955987575;10.10.19;10.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,35;EUR;Umsatz gebucht
DE73500105177955987575;10.10.19;10.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,29;EUR;Umsatz gebucht
DE73500105177955987575;09.10.19;09.10.19;BARGELDAUSZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-40,0;EUR;Umsatz gebucht
DE73500105177955987575;09.10.19;09.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-4,95;EUR;Umsatz gebucht
DE73500105177955987575;09.10.19;09.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-6,49;EUR;Umsatz gebucht
DE73500105177955987575;09.10.19;09.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,53;EUR;Umsatz gebucht
DE73500105177955987575;08.10.19;08.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-3,81;EUR;Umsatz gebucht
DE73500105177955987575;08.10.19;08.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,95;EUR;Umsatz gebucht
DE73500105177955987575;08.10.19;08.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,29;EUR;Umsatz gebucht
DE73500105177955987575;08.10.19;08.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-7,0;EUR;Umsatz gebucht
DE73500105177955987575;07.10.19;07.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-5,29;EUR;Umsatz gebucht
DE73500105177955987575;07.10.19;07.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-29,95;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;04.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-30,01;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;04.10.19;BARGELDEINZAHLUNG SB;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;400,0;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;04.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-2,48;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;04.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-3,59;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;04.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-17,0;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;04.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-4,76;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;03.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-10,28;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;03.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-30,0;EUR;Umsatz gebucht
DE73500105177955987575;04.10.19;03.10.19;SEPA-ELV-LASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-9,9;EUR;Umsatz gebucht
DE73500105177955987575;02.10.19;02.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,97;EUR;Umsatz gebucht
DE73500105177955987575;02.10.19;02.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-7,0;EUR;Umsatz gebucht
DE73500105177955987575;01.10.19;01.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-4,48;EUR;Umsatz gebucht
DE73500105177955987575;01.10.19;01.10.19;KARTENZAHLUNG;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-1,26;EUR;Umsatz gebucht
DE73500105177955987575;01.10.19;01.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-30,0;EUR;Umsatz gebucht
DE73500105177955987575;01.10.19;01.10.19;FOLGELASTSCHRIFT;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;-324,12;EUR;Umsatz gebucht
DE73500105177955987575;01.10.19;01.10.19;ABSCHLUSS;example usage;00000000000;00000000000;00000000000;;;;Max Mustermann;DE11500105179888436465;ABCDEF000GH;0,61;EUR;Umsatz gebucht
